,test_id,gene_id,gene,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,Transcript length (including UTRs and CDS),m6a_sites,m6a_ratio,SG_transcripts_per_cell,transcript_per_cell,fraction_molecules_in_SGs
6297,ENST00000392055,ENSG00000153823.18,PID1,SG,TOT,OK,2.90139,2.64017,0.136115,-0.41428100000000007,0.46925,0.687627,no,2557.0,1.0,0.504263988,0.26642699724517904,2.0658607198748045,0.1289665826364737
6298,ENST00000392066,ENSG00000123983.13,ACSL3,SG,TOT,OK,44.6121,35.1985,0.34191900000000003,-1.43672,0.0129,0.0788927,no,3147.0,1.0,0.201103216,4.0966115702479335,27.541862284820034,0.14874126984891
6299,ENST00000392086,ENSG00000135924.15,DNAJB2,SG,TOT,OK,35.2079,27.6321,0.349553,-1.1471799999999999,0.0467,0.22146100000000002,no,1946.0,0.0,0.215747013,3.233048668503214,21.62136150234742,0.149530299845003
6300,ENST00000392102,ENSG00000135912.10,TTLL4,SG,TOT,OK,4.5761400000000005,5.7310300000000005,-0.32466300000000003,0.744839,0.1855,0.468271,no,5007.0,2.0,0.323911969,0.4202148760330579,4.484374021909233,0.09370647363043781
6301,ENST00000392121,ENSG00000197965.11,MPZL1,SG,TOT,OK,12.0016,12.4604,-0.0541186,0.189631,0.73835,0.857392,no,3421.0,2.0,0.1496588,1.1020752984389348,9.749921752738654,0.11303427108318824
6302,ENST00000392132,ENSG00000079246.15,XRCC5,SG,TOT,OK,118.359,113.634,0.0587751,-0.265629,0.65025,0.804946,no,3379.0,1.0,0.088713133,10.868595041322314,88.91549295774648,0.12223510976301033
6303,ENST00000392161,ENSG00000181007.8,ZFP82,SG,TOT,OK,2.62724,2.0828900000000004,0.334965,-1.0691899999999999,0.0614,0.271099,no,5941.0,0.0,0.738351227,0.24125252525252525,1.6298043818466357,0.14802544890643635
6304,ENST00000392173,ENSG00000196357.11,ZNF565,SG,TOT,OK,0.238432,1.14268,-2.26077,0.54929,0.2449,0.513979,no,1931.0,0.0,0.836591942,0.021894582185491274,0.8941158059467917,0.024487412077797678
6305,ENST00000392185,ENSG00000130340.15,SNX9,SG,TOT,OK,23.9127,10.0549,1.24989,-5.919169999999999,5e-05,0.000542289,yes,4216.0,4.0,0.23638932,2.195840220385675,7.8676838810641625,0.2790961423438217
6306,ENST00000392219,ENSG00000089327.14,FXYD5,SG,TOT,OK,29.2595,64.9293,-1.14996,4.32629,5e-05,0.000542289,yes,878.0,0.0,0.118684819,2.6868227731864094,50.80539906103286,0.052884591457665976
6307,ENST00000392232,ENSG00000197841.14,ZNF181,SG,TOT,OK,1.6456400000000002,1.19394,0.46291499999999997,-0.9865450000000001,0.08995,0.35470999999999997,no,2791.0,0.0,0.632581569,0.1511147842056933,0.934225352112676,0.16175410340123964
6308,ENST00000392238,ENSG00000138439.11,FAM117B,SG,TOT,OK,2.66397,1.40974,0.918148,-3.7095599999999997,5e-05,0.000542289,yes,5982.0,2.0,0.443661538,0.24462534435261707,1.1030829420970265,0.22176514114847037
6309,ENST00000392244,ENSG00000116030.16,SUMO1,SG,TOT,OK,5.60749,16.4165,-1.54972,2.74391,5e-05,0.000542289,yes,831.0,1.0,0.605750253,0.514921028466483,12.84546165884194,0.04008583281333813
6310,ENST00000392273,ENSG00000131023.12,LATS1,SG,TOT,OK,7.57021,5.66902,0.417235,-0.742103,0.19305,0.475811,no,2567.0,3.0,0.568478259,0.6951524334251606,4.4358528951486695,0.15671223772668916
6311,ENST00000392276,ENSG00000131943.17,C19orf12,SG,TOT,OK,12.85,18.1494,-0.49815200000000004,1.50664,0.01045,0.0659683,no,1912.0,2.0,0.75153435,1.179981634527089,14.201408450704225,0.08308905687932493
6312,ENST00000392283,ENSG00000240344.8,PPIL3,SG,TOT,OK,4.4391300000000005,8.557039999999999,-0.946835,2.7162900000000003,5e-05,0.000542289,yes,1166.0,0.0,0.16991022,0.40763360881542704,6.695649452269169,0.06088036892034113
6313,ENST00000392290,ENSG00000162972.10,MAIP1,SG,TOT,OK,2.5093400000000003,13.7776,-2.4569400000000003,3.21038,5e-05,0.000542289,yes,1386.0,2.0,,0.23042607897153353,10.780594679186228,0.021374152894961376
6314,ENST00000392318,ENSG00000128641.18,MYO1B,SG,TOT,OK,32.1218,18.5991,0.7883220000000001,-3.13357,5e-05,0.000542289,yes,5069.0,2.0,0.111372741,2.949660238751148,14.553286384976525,0.20268001059857557
6315,ENST00000392321,ENSG00000196458.10,ZNF605,SG,TOT,OK,7.80559,1.88146,2.05265,-2.64938,5e-05,0.000542289,yes,6156.0,0.0,0.714031431,0.7167667584940312,1.4721909233176838,0.48687079042624976
6316,ENST00000392325,ENSG00000141580.15,WDR45B,SG,TOT,OK,67.3164,63.3008,0.0887346,-0.242754,0.65475,0.807599,no,2496.0,3.0,0.416171068,6.181487603305785,49.53114241001565,0.12480002080581593
6317,ENST00000392334,ENSG00000141551.14,CSNK1D,SG,TOT,OK,13.9842,15.9394,-0.18879300000000002,0.40457600000000005,0.48325,0.6968810000000001,no,2047.0,2.0,0.520905864,1.2841322314049586,12.472143974960876,0.10296002307085192
6318,ENST00000392335,ENSG00000105676.13,ARMC6,SG,TOT,OK,4.98923,10.6954,-1.1001100000000001,1.31113,0.043,0.207999,no,2383.0,1.0,0.258124746,0.45814784205693293,8.36885758998435,0.0547443706779326
6319,ENST00000392343,ENSG00000176155.18,CCDC57,SG,TOT,OK,2.4809400000000004,1.1517700000000002,1.10703,-1.45882,0.01225,0.07553510000000001,no,2896.0,1.0,0.674155483,0.22781818181818184,0.90122848200313,0.2527862649345237
6320,ENST00000392349,ENSG00000128699.13,ORMDL1,SG,TOT,OK,9.28378,18.2198,-0.972723,2.52333,0.0001,0.00104232,yes,2150.0,0.0,0.236643277,0.8525050505050504,14.256494522691705,0.05979766268265593
6321,ENST00000392351,ENSG00000051128.18,HOMER3,SG,TOT,OK,14.4412,19.5346,-0.435841,1.0400399999999999,0.0711,0.30123,no,1560.0,1.0,0.230549154,1.326097337006428,15.28528951486698,0.08675644224576981
6322,ENST00000392366,ENSG00000197063.10,MAFG,SG,TOT,OK,5.86718,12.8644,-1.1326399999999999,1.29935,0.04795,0.22588000000000003,no,1743.0,1.0,0.186082635,0.5387676767676768,10.0660406885759,0.05352329614355049
6323,ENST00000392386,ENSG00000006016.10,CRLF1,SG,TOT,OK,0.803293,1.5345,-0.933768,0.466754,0.50775,0.7134119999999999,no,1741.0,0.0,0.12457523,0.07376427915518824,1.2007042253521127,0.06143417970696029
6324,ENST00000392391,ENSG00000163964.14,PIGX,SG,TOT,OK,2.00773,2.31094,-0.202913,0.5075729999999999,0.37155,0.615348,no,3038.0,2.0,0.102900633,0.1843645546372819,1.808247261345853,0.1019576020262085
6325,ENST00000392403,ENSG00000116539.12,ASH1L,SG,TOT,OK,41.2249,8.21585,2.3270299999999997,-9.230310000000001,5e-05,0.000542289,yes,12037.0,8.0,0.562345593,3.7855739210284662,6.428677621283255,0.5888573271267586
6326,ENST00000392404,ENSG00000179195.15,ZNF664,SG,TOT,OK,16.4718,10.3445,0.671138,-1.54894,0.00935,0.06015449999999999,no,4262.0,2.0,0.407113484,1.5125619834710744,8.094287949921753,0.18686782491913895
6327,ENST00000392437,ENSG00000198836.9,OPA1,SG,TOT,OK,10.7192,9.12827,0.23178600000000002,-0.388261,0.48575,0.6985600000000001,no,4087.0,4.0,0.210878159,0.984315886134068,7.142621283255086,0.13780877455195112
6328,ENST00000392452,ENSG00000180611.6,MB21D2,SG,TOT,OK,18.0433,18.86,-0.0638721,0.30351,0.59585,0.7718079999999999,no,3063.0,2.0,0.636724435,1.6568686868686866,14.757433489827855,0.11227349850573604
6329,ENST00000392456,ENSG00000152492.14,CCDC50,SG,TOT,OK,34.971,40.0242,-0.194714,0.701005,0.22525,0.501698,no,1926.0,0.0,0.187131936,3.21129476584022,31.317840375586854,0.10253883177537092
6330,ENST00000392467,ENSG00000141524.15,TMC6,SG,TOT,OK,2.50454,3.7923199999999997,-0.598538,0.9457469999999999,0.1084,0.390676,no,2833.0,1.0,0.298204548,0.22998530762167124,2.9673865414710483,0.07750433063151208
6331,ENST00000392474,ENSG00000110931.18,CAMKK2,SG,TOT,OK,3.7688699999999997,1.7892299999999999,1.0748,-1.61101,0.01665,0.0973908,no,4453.0,2.0,0.433533353,0.34608539944903577,1.4000234741784037,0.2471997118849269
6332,ENST00000392519,ENSG00000184986.10,TMEM121,SG,TOT,OK,1.11071,1.91163,-0.783328,2.15482,0.00045,0.00415496,yes,1548.0,1.0,,0.10199357208448118,1.4957981220657277,0.06818672291393572
6333,ENST00000392521,ENSG00000122966.15,CIT,SG,TOT,OK,39.8868,7.99945,2.31794,-8.721919999999999,5e-05,0.000542289,yes,8736.0,2.0,0.461200235,3.662699724517906,6.25935054773083,0.5851565105018325
6334,ENST00000392522,ENSG00000185347.17,TEDC1,SG,TOT,OK,3.83759,6.83675,-0.833111,1.5665799999999999,0.00965,0.061753300000000004,no,1630.0,2.0,,0.35239577594123045,5.349569640062598,0.0658736682857926
6335,ENST00000392533,ENSG00000135090.13,TAOK3,SG,TOT,OK,5.10445,1.31472,1.9569999999999999,-2.21632,0.0026,0.0198988,yes,4346.0,0.0,0.527653603,0.4687281910009182,1.0287323943661972,0.4556366588316702
6336,ENST00000392540,ENSG00000144320.13,LNPK,SG,TOT,OK,0.403117,5.39403,-3.74209,1.4771299999999998,0.2075,0.48873900000000003,no,528.0,1.0,,0.03701717171717171,4.220680751173709,0.008770426833841386
6337,ENST00000392556,ENSG00000056972.18,TRAF3IP2,SG,TOT,OK,1.9733599999999998,1.24604,0.6633100000000001,-0.46470900000000004,0.42945,0.659279,no,2188.0,1.0,0.429376883,0.181208448117539,0.9749921752738654,0.18585631014591414
6338,ENST00000392561,ENSG00000122965.10,RBM19,SG,TOT,OK,17.4105,11.5105,0.597,-1.80915,0.0022,0.017137299999999998,yes,3574.0,1.0,0.448902391,1.5987603305785123,9.006651017214397,0.17750885734584412
6339,ENST00000392568,ENSG00000183828.14,NUDT14,SG,TOT,OK,1.28031,4.690980000000001,-1.87339,2.83263,0.00045,0.00415496,yes,854.0,0.0,0.175897035,0.11756749311294766,3.6705633802816906,0.03202982238217752
6340,ENST00000392571,ENSG00000152256.13,PDK1,SG,TOT,OK,1.0179,2.3350400000000002,-1.1978600000000001,0.518282,0.428,0.6583319999999999,no,1515.0,0.0,0.11779438,0.09347107438016529,1.8271048513302035,0.05115802429844938
6341,ENST00000392594,ENSG00000151500.14,THYN1,SG,TOT,OK,2.85958,8.49254,-1.57039,3.25772,5e-05,0.000542289,yes,943.0,0.0,0.136998513,0.26258769513314967,6.645179968701095,0.0395155129537412
6342,ENST00000392599,ENSG00000123600.19,METTL8,SG,TOT,OK,2.4724,1.9519099999999998,0.341025,-0.27860799999999997,0.6277,0.791441,no,828.0,1.0,0.434330366,0.22703397612488518,1.527316118935837,0.1486489753562425
6343,ENST00000392629,ENSG00000170412.16,GPRC5C,SG,TOT,OK,0.725028,2.3068,-1.6697799999999998,1.6855799999999999,0.0366,0.18371099999999999,no,1419.0,1.0,0.602246415,0.06657741046831955,1.8050078247261345,0.03688483205241564
6344,ENST00000392634,ENSG00000203485.12,INF2,SG,TOT,OK,6.9352100000000005,6.567810000000001,0.07852780000000001,-0.207475,0.71485,0.843268,no,7623.0,4.0,0.42994668,0.636842056932966,5.1391314553990615,0.12392017259335007
6345,ENST00000392647,ENSG00000213160.9,KLHL23,SG,TOT,OK,10.9279,7.24563,0.5928359999999999,-2.49416,5e-05,0.000542289,yes,4081.0,3.0,0.454379095,1.0034802571166206,5.669507042253521,0.17699603327730523
6346,ENST00000392647,ENSG00000213160.9,KLHL23,SG,TOT,OK,10.9279,7.24563,0.5928359999999999,-2.49416,5e-05,0.000542289,yes,4081.0,2.0,0.454379095,1.0034802571166206,5.669507042253521,0.17699603327730523
6347,ENST00000392650,ENSG00000069188.16,SDK2,SG,TOT,OK,5.68866,2.56968,1.1465,-4.79727,5e-05,0.000542289,yes,11079.0,5.0,0.671578711,0.5223746556473828,2.0107042253521126,0.2597968657254426
6348,ENST00000392659,ENSG00000136522.13,MRPL47,SG,TOT,OK,8.2769,32.5332,-1.97475,2.77442,5e-05,0.000542289,yes,673.0,0.0,0.079786245,0.7600459136822773,25.456338028169014,0.029856844014297713
6349,ENST00000392692,ENSG00000114346.13,ECT2,SG,TOT,OK,18.7717,17.8894,0.06944739999999999,-0.191743,0.7405,0.858512,no,4136.0,3.0,0.155116104,1.7237557392102845,13.997965571205006,0.1231433046782309
6350,ENST00000392715,ENSG00000100664.10,EIF5,SG,TOT,OK,21.0225,22.6685,-0.108753,0.34013699999999997,0.55275,0.743363,no,3417.0,3.0,0.100064003,1.9304407713498621,17.737480438184665,0.1088339901530813
6351,ENST00000392720,ENSG00000196704.11,AMZ2,SG,TOT,OK,3.88885,17.8986,-2.20243,4.4007,5e-05,0.000542289,yes,1378.0,1.0,,0.35710284664830116,14.005164319248825,0.025497940510237054
6352,ENST00000392745,ENSG00000131323.14,TRAF3,SG,TOT,OK,13.6875,8.85928,0.6276,-1.47811,0.01255,0.0770435,no,7806.0,4.0,0.548203816,1.2568870523415978,6.932143974960876,0.1813128891842861
6353,ENST00000392749,ENSG00000136560.13,TANK,SG,TOT,OK,9.710930000000001,5.74925,0.756236,-1.1568200000000002,0.05735,0.25801599999999997,no,2098.0,1.0,0.635491053,0.8917291092745638,4.498630672926447,0.1982223423321116
6354,ENST00000392757,ENSG00000107902.13,LHPP,SG,TOT,OK,0.93886,4.43814,-2.24097,1.00709,0.2221,0.499367,no,840.0,0.0,0.165123474,0.08621303948576675,3.4727230046948354,0.02482577486577934
6355,ENST00000392839,ENSG00000111785.19,RIC8B,SG,TOT,OK,1.39046,1.5513299999999999,-0.157949,0.204985,0.7259,0.849901,no,2440.0,1.0,0.517129693,0.12768227731864096,1.2138732394366196,0.1051858408031967
6356,ENST00000392844,ENSG00000135336.14,ORC3,SG,TOT,OK,3.16008,4.64741,-0.556466,0.739028,0.1824,0.465582,no,2498.0,0.0,0.100641758,0.29018181818181815,3.6364710485133016,0.07979764291000012
6357,ENST00000392870,ENSG00000198873.11,GRK5,SG,TOT,OK,4.68848,2.47361,0.922502,-3.42805,5e-05,0.000542289,yes,6798.0,0.0,0.527088852,0.4305307621671258,1.9355320813771517,0.22243535320830157
6358,ENST00000392876,ENSG00000111696.11,NT5DC3,SG,TOT,OK,14.8062,4.69981,1.65552,-7.689660000000001,5e-05,0.000542289,yes,7244.0,3.0,0.46137787,1.3596143250688706,3.677472613458529,0.3697143304597455
6359,ENST00000392894,ENSG00000082996.19,RNF13,SG,TOT,OK,4.23327,5.99073,-0.500958,0.8519629999999999,0.13935,0.421975,no,2336.0,3.0,0.194730288,0.38873002754820934,4.687582159624413,0.08292761903918414
6360,ENST00000392903,ENSG00000187164.19,SHTN1,SG,TOT,OK,6.42076,3.9632199999999997,0.69607,-1.15066,0.04985,0.232531,no,2400.0,2.0,,0.5896014692378329,3.101111111111111,0.19012587685920804
6361,ENST00000392951,ENSG00000149591.16,TAGLN,SG,TOT,OK,31.0397,100.02,-1.6881099999999998,4.20142,5e-05,0.000542289,yes,3786.0,0.0,0.260087536,2.850293847566575,78.26291079812206,0.036419471477605304
6362,ENST00000392955,ENSG00000099204.19,ABLIM1,SG,TOT,OK,20.825,14.0245,0.5703739999999999,-1.74848,0.0026,0.0198988,yes,7408.0,0.0,0.206417988,1.9123048668503213,10.973787167449139,0.17426115867479844
6363,ENST00000392981,ENSG00000114127.10,XRN1,SG,TOT,OK,7.814030000000001,2.9428400000000003,1.40886,-4.06154,5e-05,0.000542289,yes,10079.0,0.0,0.153533291,0.7175417814508724,2.3026917057902976,0.31161000825536384
6364,ENST00000393000,ENSG00000114125.13,RNF7,SG,TOT,OK,6.81973,25.9172,-1.92612,3.73564,5e-05,0.000542289,yes,805.0,0.0,0.15715082,0.6262378328741964,20.279499217527388,0.030880340098977627
6365,ENST00000393033,ENSG00000123159.15,GIPC1,SG,TOT,OK,23.2181,36.861999999999995,-0.6668850000000001,1.9297900000000001,0.00225,0.0174876,yes,1921.0,1.0,0.139315472,2.132056932966024,28.84350547730829,0.07391809343851606
6366,ENST00000393035,ENSG00000158234.12,FAIM,SG,TOT,OK,1.69308,2.90995,-0.781343,1.01673,0.08900000000000001,0.35210199999999997,no,946.0,0.0,0.306024083,0.15547107438016528,2.276956181533646,0.06828022236047054
6367,ENST00000393038,ENSG00000141378.14,PTRH2,SG,TOT,OK,13.3228,27.6808,-1.0549899999999999,0.30790300000000004,0.42105,0.652999,no,731.0,0.0,0.874568396,1.2233976124885215,21.65946791862285,0.05648327175371848
6368,ENST00000393040,ENSG00000136717.14,BIN1,SG,TOT,OK,13.9726,17.9809,-0.363863,1.10853,0.05375,0.24615,no,2293.0,0.0,0.141523091,1.2830670339761248,14.069561815336462,0.09119452693811142
6369,ENST00000393043,ENSG00000141367.11,CLTC,SG,TOT,OK,161.44299999999998,109.319,0.562474,-1.32402,0.0246,0.133643,no,5292.0,2.0,0.06251406,14.824885215794305,85.53912363067293,0.17331116554107814
6370,ENST00000393045,ENSG00000131788.15,PIAS3,SG,TOT,OK,14.7368,9.4884,0.635191,-2.70267,5e-05,0.000542289,yes,2902.0,0.0,,1.3532415059687786,7.424413145539906,0.1822691544020171
6371,ENST00000393047,ENSG00000150776.17,NKAPD1,SG,TOT,OK,8.576189999999999,12.0303,-0.48825799999999997,0.797726,0.1656,0.44941800000000004,no,3686.0,3.0,,0.7875289256198346,9.413380281690142,0.08366058759483541
6372,ENST00000393077,ENSG00000151532.13,VTI1A,SG,TOT,OK,8.62601,7.463769999999999,0.20878899999999997,-0.7893319999999999,0.17095,0.45507700000000006,no,4174.0,3.0,0.407385186,0.7921037649219468,5.840195618153364,0.13562966323590467
6373,ENST00000393085,ENSG00000105887.10,MTPN,SG,TOT,OK,25.1779,37.0736,-0.558238,2.55903,5e-05,0.000542289,yes,3782.0,3.0,0.03749609,2.312020202020202,29.009076682316117,0.07969988936013277
6374,ENST00000393085,ENSG00000105887.10,MTPN,SG,TOT,OK,25.1779,37.0736,-0.558238,2.55903,5e-05,0.000542289,yes,3782.0,3.0,0.03749609,2.312020202020202,29.009076682316117,0.07969988936013277
6375,ENST00000393106,ENSG00000115107.19,STEAP3,SG,TOT,OK,27.5283,18.6253,0.563649,-2.1941200000000003,5e-05,0.000542289,yes,3915.0,2.0,0.57016792,2.5278512396694217,14.573787167449138,0.1734519113408923
6376,ENST00000393119,ENSG00000011143.16,MKS1,SG,TOT,OK,4.60367,5.37217,-0.222721,0.507718,0.3563,0.602971,no,2343.0,1.0,0.150090476,0.422742883379247,4.203575899843505,0.10056744387438925
6377,ENST00000393150,ENSG00000196954.13,CASP4,SG,TOT,OK,7.70828,11.915999999999999,-0.628424,1.8575400000000002,0.0023,0.017842300000000002,yes,1340.0,0.0,0.124539611,0.7078310376492195,9.32394366197183,0.07591541340346615
6378,ENST00000393160,ENSG00000160271.15,RALGDS,SG,TOT,OK,2.7963400000000003,2.56526,0.12443299999999999,-0.247507,0.66865,0.815932,no,3801.0,1.0,0.616269837,0.2567805325987144,2.007245696400626,0.12792680689721786
6379,ENST00000393164,ENSG00000070961.15,ATP2B1,SG,TOT,OK,36.6353,11.2149,1.7078099999999998,-4.93273,5e-05,0.000542289,yes,3127.0,4.0,0.540340634,3.364123048668503,8.775352112676057,0.3833604629732184
6380,ENST00000393193,ENSG00000011052.21,NME1-NME2,SG,TOT,OK,1.36436,5.65744,-2.05192,0.9197549999999999,0.46055,0.681992,no,1021.0,0.0,0.076668487,0.12528558310376492,4.42679186228482,0.028301665630852745
6381,ENST00000393196,ENSG00000239672.7,NME1,SG,TOT,OK,48.0914,271.888,-2.49916,6.828069999999999,5e-05,0.000542289,yes,890.0,0.0,0.10213874,4.4161065197428835,212.7449139280125,0.02075775367883616
6382,ENST00000393203,ENSG00000134247.9,PTGFRN,SG,TOT,OK,28.5638,10.437000000000001,1.45248,-6.9728699999999995,5e-05,0.000542289,yes,6314.0,5.0,0.57985998,2.622938475665748,8.166666666666668,0.3211761398774385
6383,ENST00000393229,ENSG00000196358.10,NTNG2,SG,TOT,OK,1.3375700000000001,1.3908399999999999,-0.0563462,0.19201700000000002,0.7393,0.857979,no,4673.0,1.0,0.536631758,0.1228255280073462,1.0882942097026602,0.11286059129259186
6384,ENST00000393238,ENSG00000172765.17,TMCC1,SG,TOT,OK,11.6466,4.71276,1.3052700000000002,-4.734430000000001,5e-05,0.000542289,yes,5992.0,1.0,0.67012872,1.0694765840220384,3.687605633802817,0.29001924018625286
6385,ENST00000393250,ENSG00000091039.16,OSBPL8,SG,TOT,OK,23.9843,8.58993,1.48137,-3.4986699999999997,5e-05,0.000542289,yes,3157.0,2.0,0.180753607,2.202415059687787,6.7213849765258225,0.3276728036527645
6386,ENST00000393256,ENSG00000153094.22,BCL2L11,SG,TOT,OK,4.7463,1.22937,1.9488900000000002,-1.61556,0.0103,0.06519900000000001,no,5098.0,0.0,0.203514342,0.4358402203856749,0.9619483568075118,0.45308068494667386
6387,ENST00000393261,ENSG00000132004.12,FBXW9,SG,TOT,OK,1.4738799999999999,4.0873800000000005,-1.47156,4.466559999999999,5e-05,0.000542289,yes,1727.0,2.0,0.093560878,0.13534251606978878,3.1982629107981224,0.042317507923704194
6388,ENST00000393276,ENSG00000175984.14,DENND2C,SG,TOT,OK,1.2033200000000002,1.06745,0.172851,-0.351098,0.5433,0.737038,no,5701.0,0.0,0.328971767,0.11049770431588614,0.8352503912363067,0.1322929093781465
6389,ENST00000393292,ENSG00000240682.9,ISY1,SG,TOT,OK,4.6201,11.6424,-1.3334,1.85697,0.0053,0.0369523,yes,988.0,2.0,0.266016471,0.42425160697887965,9.109859154929577,0.04657060002396484
6390,ENST00000393306,ENSG00000140961.12,OSGIN1,SG,TOT,OK,5.514469999999999,7.97888,-0.532964,1.89703,0.0012,0.0100234,yes,1922.0,0.0,0.631310199,0.5063792470156105,6.243255086071987,0.08110821038616325
6391,ENST00000393347,ENSG00000037280.15,FLT4,SG,TOT,OK,2.3298799999999997,1.87808,0.310996,-0.5230319999999999,0.3321,0.583792,no,4292.0,5.0,0.51450874,0.21394674012855827,1.469546165884194,0.1455869472462821
6392,ENST00000393370,ENSG00000119383.19,PTPA,SG,TOT,OK,13.3351,21.8788,-0.714306,1.43763,0.01335,0.0811453,no,2640.0,0.0,,1.2245270890725437,17.11956181533646,0.07152794576643651
6393,ENST00000393381,ENSG00000056050.6,HPF1,SG,TOT,OK,4.12862,5.84305,-0.501062,1.6318,0.00435,0.031172500000000002,yes,1216.0,1.0,,0.3791202938475665,4.572026604068857,0.08292171649005058
6394,ENST00000393387,ENSG00000118482.11,PHF3,SG,TOT,OK,39.4215,11.2576,1.8080900000000002,-6.73061,5e-05,0.000542289,yes,6947.0,5.0,0.827775331,3.6199724517906335,8.808763693270736,0.4109512501233326
6395,ENST00000393389,ENSG00000137494.13,ANKRD42,SG,TOT,OK,2.08734,1.5159200000000002,0.461478,-0.569655,0.32815,0.580619,no,4066.0,1.0,0.666067269,0.1916749311294766,1.1861658841940532,0.16159201144088808
6396,ENST00000393399,ENSG00000137509.10,PRCP,SG,TOT,OK,18.2799,25.6545,-0.48895900000000003,1.26685,0.0314,0.16305799999999998,no,2120.0,1.0,0.062686975,1.678595041322314,20.07394366197183,0.08362059142879096
6397,ENST00000393409,ENSG00000114554.11,PLXNA1,SG,TOT,OK,54.1117,27.4757,0.977784,-4.60302,5e-05,0.000542289,yes,9066.0,5.0,0.438796871,4.968934802571166,21.498982785602504,0.23112418164727197
6398,ENST00000393427,ENSG00000087884.14,AAMDC,SG,TOT,OK,1.7976599999999998,9.07127,-2.33518,1.60325,0.0174,0.100921,no,531.0,0.0,0.37317522,0.16507438016528922,7.09802034428795,0.023256397158417687
6399,ENST00000393473,ENSG00000144182.16,LIPT1,SG,TOT,OK,0.565042,2.17331,-1.94346,0.627252,0.39685,0.634307,no,1424.0,0.0,0.830246813,0.05188631772268136,1.7005555555555554,0.030511392323040332
6400,ENST00000393480,ENSG00000105971.14,CAV2,SG,TOT,OK,3.3342400000000003,5.2034199999999995,-0.642101,0.870158,0.1303,0.411426,no,1179.0,0.0,0.118390177,0.3061744719926538,4.071533646322378,0.0751988067860391
6401,ENST00000393537,ENSG00000213337.8,ANKRD39,SG,TOT,OK,2.17191,7.15083,-1.7191400000000001,1.85995,0.00675,0.0455196,yes,892.0,1.0,0.272357564,0.19944077134986224,5.595328638497652,0.03564415680209485
6402,ENST00000393555,ENSG00000127334.10,DYRK2,SG,TOT,OK,15.6841,7.112589999999999,1.14085,-2.9306099999999997,5e-05,0.000542289,yes,2209.0,1.0,0.504598323,1.4402295684113866,5.565406885758998,0.25878243908755494
6403,ENST00000393562,ENSG00000160211.17,G6PD,SG,TOT,OK,74.7868,73.0778,0.033350300000000006,-0.141259,0.8034,0.8917780000000001,no,2223.0,1.0,0.10409958,6.8674747474747475,57.18137715179968,0.12009984875396808
6404,ENST00000393577,ENSG00000149948.13,HMGA2,SG,TOT,OK,19.8754,20.5673,-0.049369800000000005,0.057940099999999994,0.91565,0.9489540000000001,no,611.0,1.0,0.07596223,1.8251056014692377,16.093348982785603,0.11340744573559416
6405,ENST00000393580,ENSG00000054967.12,RELT,SG,TOT,OK,4.88469,7.91075,-0.695549,1.81263,0.002,0.0157594,yes,2669.0,2.0,0.285649431,0.44854820936639117,6.189945226917058,0.07246400297952127
6406,ENST00000393593,ENSG00000168310.10,IRF2,SG,TOT,OK,3.02501,3.1397,-0.0536851,0.18643900000000002,0.74855,0.862926,no,2257.0,1.0,0.365762296,0.2777786960514233,2.4567292644757432,0.11306850130704175
6407,ENST00000393600,ENSG00000071859.14,FAM50A,SG,TOT,OK,15.550999999999998,28.7903,-0.888573,3.6039999999999996,5e-05,0.000542289,yes,1337.0,1.0,,1.4280073461891643,22.527621283255083,0.06338917581372032
6408,ENST00000393609,ENSG00000186635.14,ARAP1,SG,TOT,OK,9.16503,9.30608,-0.022034900000000003,0.06691649999999999,0.9084,0.9451149999999999,no,5156.0,1.0,0.182844922,0.8416005509641873,7.281752738654147,0.1155766449603089
6409,ENST00000393623,ENSG00000079999.13,KEAP1,SG,TOT,OK,23.973000000000003,27.1135,-0.177597,0.726123,0.20975,0.490749,no,2648.0,1.0,0.534762466,2.2013774104683197,21.215571205007823,0.10376234460982584
6410,ENST00000393651,ENSG00000135250.16,SRPK2,SG,TOT,OK,9.595419999999999,8.26372,0.21555500000000002,-0.490299,0.3796,0.621825,no,3679.0,2.0,0.546418388,0.8811221303948575,6.466134585289514,0.13626721169698733
6411,ENST00000393664,ENSG00000175832.12,ETV4,SG,TOT,OK,28.671999999999997,28.1846,0.0247349,-0.052969,0.9253,0.953541,no,2182.0,1.0,0.166931247,2.6328741965105595,22.053677621283253,0.11938481380400982
6412,ENST00000393676,ENSG00000110195.12,FOLR1,SG,TOT,OK,1.6633099999999998,4.28041,-1.36369,3.0775,5e-05,0.000542289,yes,930.0,0.0,0.156610733,0.15273737373737373,3.349303599374022,0.04560272582214405
6413,ENST00000393695,ENSG00000137497.17,NUMA1,SG,TOT,OK,66.8154,10.7907,2.6303900000000002,-6.2749,5e-05,0.000542289,yes,7198.0,1.0,0.75663111,6.135482093663911,8.443427230046948,0.7266577808392856
6414,ENST00000393743,ENSG00000137628.16,DDX60,SG,TOT,OK,2.93198,1.56535,0.905393,-3.66175,5e-05,0.000542289,yes,6015.0,0.0,0.065090639,0.26923599632690537,1.2248435054773084,0.21981256799168558
